row,original_index,problem_id,sample_idx,y_error,is_correct,n_steps,response_chars,primary_escape_raw_mean,primary_escape_mean,primary_escape_late,primary_escape_max,primary_coherent_escape,primary_late_coherent_escape,primary_normal_persistence,phase_escape_mean,phase_coherent_escape,shuffle_escape_mean,shuffle_coherent_escape,wrong_problem_escape_mean,wrong_problem_coherent_escape,random_escape_mean,rank_support_rate,mean_selected_rank,state_match_cosine_mean,shuffle_changed_rate_mean
3051,3185,265,5,1,0,9,496,0.28141894936561584,0.28050822019577026,0.2923581004142761,0.34804192185401917,0.01969211734831333,0.03244798630475998,0.070201575756073,0.28050822019577026,0.01969211734831333,0.6005563735961914,0.0672173798084259,0.7860455513000488,0.07042281329631805,0.9887886047363281,0.875,4.0,0.8609263300895691,1.0
3052,3186,265,6,0,1,11,595,0.478921502828598,0.478921502828598,0.37407898902893066,0.6485259532928467,0.01575712487101555,0.058831606060266495,0.03290126472711563,0.478921502828598,0.01575712487101555,0.6648117303848267,0.031170690432190895,0.8023800253868103,0.02216268703341484,0.991317868232727,1.0,4.0,0.8504542112350464,1.0
3053,3187,265,7,1,0,7,660,0.7213001847267151,0.7015364170074463,0.6769005656242371,0.964504063129425,0.11876755207777023,0.3406391441822052,0.16929633915424347,0.7015364170074463,0.11876755207777023,0.622103750705719,0.07722851634025574,0.840330183506012,0.11033076047897339,0.9898516535758972,0.8333333134651184,4.0,0.8570488095283508,1.0
3054,3188,265,8,0,1,6,607,0.5360608100891113,0.5360608100891113,0.6269879341125488,0.9642037749290466,0.09484851360321045,0.28996723890304565,0.17693611979484558,0.5360608100891113,0.09484851360321045,0.5325668454170227,0.08632523566484451,0.7930535078048706,0.06627548485994339,0.9923170208930969,1.0,4.0,0.8570213317871094,1.0
3055,3189,265,9,1,0,15,676,0.5883146524429321,0.5792219042778015,0.530258059501648,0.9246871471405029,0.01873127929866314,0.04749654605984688,0.032338693737983704,0.5792219042778015,0.01873127929866314,0.7205603122711182,0.017961682751774788,0.8484476804733276,0.016617024317383766,0.9920985102653503,0.9285714030265808,3.7142856121063232,0.8255261182785034,1.0
3056,3190,265,10,1,0,5,406,0.17336268723011017,0.07434538006782532,0.09303449094295502,0.09303449094295502,0.014356029219925404,0.09303449094295502,0.19309912621974945,0.07434538006782532,0.014356029219925404,0.6080471873283386,0.20889344811439514,0.8806039690971375,0.19591020047664642,0.9964848160743713,0.75,4.0,0.8597372174263,1.0
3057,3191,265,11,0,1,5,411,0.11975321918725967,0.17602409422397614,nan,0.21350997686386108,0.06146281585097313,nan,0.3491727411746979,0.17602409422397614,0.06146281585097313,0.42640215158462524,0.19019892811775208,0.876183807849884,0.2283731997013092,0.9939591884613037,0.5,4.0,0.8411611318588257,1.0
3058,3193,266,1,0,1,13,648,0.38236111402511597,0.38879069685935974,0.5835780501365662,0.8528477549552917,0.006892369128763676,0.05823000147938728,0.01772771216928959,0.38879069685935974,0.006892369128763676,0.6085152626037598,0.03366418182849884,0.8361668586730957,0.010813664644956589,0.9933546185493469,0.9166666865348816,3.8333332538604736,0.8400474786758423,1.0
3059,3194,266,2,0,1,11,769,0.34315964579582214,0.34315964579582214,0.276650071144104,0.5789505839347839,0.013140951283276081,0.03815936669707298,0.0382939875125885,0.34315964579582214,0.013140951283276081,0.6354836225509644,0.02036740630865097,0.7846646904945374,0.015132682397961617,0.9928056001663208,1.0,3.799999952316284,0.8500725626945496,1.0
3060,3195,266,3,0,1,10,517,0.7204950451850891,0.7204950451850891,0.8671833872795105,0.90730881690979,0.029579291120171547,0.20698773860931396,0.041054125875234604,0.7204950451850891,0.029579291120171547,0.756350040435791,0.03496123477816582,0.8640434145927429,0.021617133170366287,0.9920942783355713,1.0,3.555555582046509,0.7916639447212219,1.0
3061,3196,266,4,1,0,11,768,0.25751474499702454,0.2586870789527893,0.3123604357242584,0.3152261972427368,0.013309082947671413,0.0602516233921051,0.05144858360290527,0.2586870789527893,0.013309082947671413,0.5300170183181763,0.04789518564939499,0.8150998950004578,0.029986388981342316,0.9929580688476562,0.699999988079071,3.9000000953674316,0.8785107135772705,1.0
3062,3197,266,5,0,1,18,702,0.6638227701187134,0.6638227701187134,0.7662999629974365,0.9448533058166504,0.012616243213415146,0.03196733817458153,0.019005438312888145,0.6638227701187134,0.012616243213415146,0.7051478624343872,0.012723781168460846,0.8878830671310425,0.02263161726295948,0.9932459592819214,1.0,3.588235378265381,0.7937959432601929,1.0
3063,3198,266,6,0,1,11,471,0.33349889516830444,0.33349889516830444,0.40694692730903625,0.43870648741722107,0.0050529902800917625,0.03385675325989723,0.01515144482254982,0.33349889516830444,0.0050529902800917625,0.5288341045379639,0.030578937381505966,0.8057813048362732,0.01693861372768879,0.9932690858840942,1.0,3.9000000953674316,0.8575600385665894,1.0
3064,3199,266,7,1,0,11,522,0.23765672743320465,0.24727174639701843,0.4310714304447174,0.5190913081169128,0.011103988625109196,0.04499766603112221,0.044906020164489746,0.24727174639701843,0.011103988625109196,0.5054224729537964,0.03929154574871063,0.8279157876968384,0.02355990558862686,0.9943305850028992,0.699999988079071,3.9000000953674316,0.874147891998291,1.0
3065,3200,266,8,0,1,21,1040,0.6920767426490784,0.6920767426490784,0.8298153281211853,0.9876739978790283,0.004253657069057226,0.016740625724196434,0.00614622188732028,0.6920767426490784,0.004253657069057226,0.6913610696792603,0.012043713591992855,0.8753566145896912,0.008449620567262173,0.9941255450248718,1.0,3.5,0.7921072244644165,1.0
3066,3201,266,9,1,0,12,756,0.3618813455104828,0.32319608330726624,0.5070416331291199,0.7151116728782654,0.018358822911977768,0.09667331725358963,0.05680397152900696,0.32319608330726624,0.018358822911977768,0.615319013595581,0.04109855368733406,0.8375048041343689,0.0266669113188982,0.9940640926361084,0.7272727489471436,3.909090995788574,0.8575172424316406,1.0
3067,3202,266,10,0,1,11,663,0.23723405599594116,0.23156428337097168,0.22860509157180786,0.32602936029434204,0.008342323824763298,0.034596871584653854,0.03602595254778862,0.23156428337097168,0.008342323824763298,0.5501736998558044,0.03448498994112015,0.8202296495437622,0.020096689462661743,0.9900611639022827,0.8999999761581421,3.9000000953674316,0.873647153377533,1.0
3068,3203,266,11,1,0,12,654,0.5357366800308228,0.46794721484184265,0.6292626261711121,0.9479924440383911,0.026748446747660637,0.12699882686138153,0.057161249220371246,0.46794721484184265,0.026748446747660637,0.7009332776069641,0.05696260929107666,0.8501694798469543,0.03933286666870117,0.9911658763885498,0.7272727489471436,3.909090995788574,0.8280419111251831,1.0
3069,3204,267,0,1,0,9,797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3070,3205,267,1,1,0,8,546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3071,3206,267,2,1,0,12,734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3072,3207,267,3,1,0,11,860,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3073,3208,267,4,1,0,9,723,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3074,3209,267,5,1,0,9,459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3075,3210,267,6,1,0,8,623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3076,3211,267,7,1,0,9,680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3077,3212,267,8,1,0,8,491,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3078,3213,267,9,0,1,7,651,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3079,3214,267,10,1,0,9,696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3080,3215,267,11,1,0,7,562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3081,3216,268,0,0,1,13,895,0.7224571108818054,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8015240430831909,1.0
3082,3217,268,1,0,1,7,336,0.3283323049545288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8222612142562866,1.0
3083,3218,268,2,0,1,7,440,0.34609365463256836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.810863196849823,1.0
3084,3219,268,3,0,1,15,798,0.6793514490127563,0.5356452465057373,0.5356452465057373,0.7848951816558838,0.10465109348297119,0.10465109348297119,0.19537389278411865,0.5356452465057373,0.10465109348297119,0.6952430009841919,0.20854118466377258,0.8438107371330261,0.14067798852920532,0.995462954044342,0.2142857164144516,4.0,0.7654020190238953,1.0
3085,3220,268,4,0,1,4,194,0.8205291032791138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8130379915237427,1.0
3086,3221,268,5,0,1,11,490,0.7064961791038513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7988949418067932,1.0
3087,3222,268,6,0,1,18,716,0.7411587834358215,0.6526010036468506,0.6526010036468506,0.8618770837783813,0.026497846469283104,0.026497846469283104,0.040603432804346085,0.6526010036468506,0.026497846469283104,0.7603824138641357,0.043792787939310074,0.8894428014755249,0.03427159786224365,0.9909664392471313,0.3529411852359772,4.0,0.7732263803482056,1.0
3088,3223,268,7,0,1,7,489,0.2950093150138855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.84074866771698,1.0
3089,3224,268,8,0,1,8,535,0.6101865768432617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8025754690170288,1.0
3090,3225,268,9,0,1,7,441,0.2415400594472885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8397687077522278,1.0
3091,3226,268,10,0,1,13,897,0.8325721621513367,0.486198365688324,0.486198365688324,0.486198365688324,0.486198365688324,0.486198365688324,0.9999999403953552,0.486198365688324,0.486198365688324,0.855015754699707,0.8550158143043518,0.647564172744751,0.5590623617172241,0.9974567890167236,0.0833333358168602,4.0,0.774054765701294,1.0
3092,3228,269,0,0,1,7,311,0.38681578636169434,0.42701154947280884,0.2626016139984131,0.6028544306755066,0.0779937356710434,0.09544612467288971,0.18265019357204437,0.42701154947280884,0.0779937356710434,0.6464447379112244,0.16534435749053955,0.6877028942108154,0.12013895064592361,0.9888677597045898,0.6666666865348816,3.8333332538604736,0.8562859296798706,1.0
3093,3229,269,1,0,1,6,279,0.1807565838098526,0.10376957058906555,0.10376957058906555,0.10376957058906555,0.10376957058906555,0.10376957058906555,1.0,0.10376957058906555,0.10376957058906555,0.8891382217407227,0.8891382813453674,0.4577559530735016,0.37533897161483765,0.9797435998916626,0.20000000298023224,4.0,0.8992053866386414,1.0
3094,3230,269,2,0,1,4,172,0.1750136762857437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.9041061997413635,1.0
3095,3231,269,3,0,1,6,315,0.4085416793823242,0.3974778652191162,0.3974778652191162,0.3974778652191162,0.3974778950214386,0.3974778950214386,1.0000001192092896,0.3974778652191162,0.3974778950214386,0.8668903112411499,0.8668903708457947,0.6117506623268127,0.5434383749961853,0.99411940574646,0.20000000298023224,4.0,0.8941327929496765,1.0
3096,3232,269,4,0,1,5,338,0.5185832977294922,0.8086752891540527,nan,0.8086752891540527,0.8086753487586975,nan,1.0000001192092896,0.8086752891540527,0.8086753487586975,0.4452384114265442,0.4452384114265442,0.8111739754676819,0.7064182162284851,0.994072437286377,0.25,4.0,0.834105372428894,1.0
3097,3233,269,5,0,1,4,212,0.15686684846878052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.9148674011230469,1.0
3098,3234,269,6,1,0,7,256,0.5645521283149719,0.4250378906726837,0.4250378906726837,0.5853655338287354,0.1434808373451233,0.1434808373451233,0.3375718891620636,0.4250378906726837,0.1434808373451233,0.7626355886459351,0.30931785702705383,0.6890020370483398,0.25862476229667664,0.9930505156517029,0.3333333432674408,3.8333332538604736,0.846669614315033,1.0
3099,3235,269,7,0,1,8,252,0.47481465339660645,0.4291987121105194,0.38619518280029297,0.5246492624282837,0.03389720991253853,0.048060957342386246,0.07897788286209106,0.4291987121105194,0.03389720991253853,0.7802571058273315,0.12122783064842224,0.7881722450256348,0.06366574764251709,0.9920529723167419,0.7142857313156128,3.7142856121063232,0.8623597621917725,1.0
3100,3236,269,8,0,1,4,174,0.1598455160856247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.9030209183692932,1.0
3101,3237,269,9,0,1,5,338,0.4612295925617218,0.6193529963493347,0.670559287071228,0.670559287071228,0.39989808201789856,0.670559287071228,0.6456707119941711,0.6193529963493347,0.39989808201789856,0.7564072608947754,0.5542494058609009,0.8012676239013672,0.5068398118019104,0.9901934862136841,0.5,4.0,0.8687295913696289,1.0
3102,3238,269,10,0,1,6,223,0.21158263087272644,0.13602995872497559,0.13602995872497559,0.13602995872497559,0.13602995872497559,0.13602995872497559,1.0,0.13602995872497559,0.13602995872497559,0.5803564786911011,0.5803564786911011,0.44713807106018066,0.3693317174911499,0.9975140690803528,0.20000000298023224,4.0,0.8998605012893677,1.0
3103,3239,269,11,0,1,7,243,0.339985728263855,0.42285633087158203,0.42285633087158203,0.6371406316757202,0.13463182747364044,0.13463182747364044,0.3183867037296295,0.42285633087158203,0.13463182747364044,0.802619993686676,0.28015318512916565,0.7633943557739258,0.15651005506515503,0.9842084050178528,0.3333333432674408,3.8333332538604736,0.883075475692749,1.0
3104,3240,270,0,0,1,7,350,0.13775503635406494,0.07446075230836868,0.16429565846920013,0.16429565846920013,0.022282887250185013,0.16429567337036133,0.2992568016052246,0.07446075230836868,0.022282887250185013,0.6454442739486694,0.21693572402000427,0.7337563037872314,0.18554909527301788,0.9966873526573181,0.5,4.0,0.889484167098999,1.0
3105,3241,270,1,0,1,7,354,0.051470573991537094,0.04755505546927452,0.0815650224685669,0.0815650224685669,0.013348427601158619,0.08156502991914749,0.2806941270828247,0.04755505546927452,0.013348427601158619,0.6384931206703186,0.24504098296165466,0.7293869853019714,0.1819658875465393,0.9937157034873962,0.5,4.0,0.8885712623596191,1.0
3106,3242,270,2,0,1,7,465,0.45616868138313293,0.638342022895813,0.09246303141117096,0.9225620627403259,0.1264425367116928,0.09246302396059036,0.19807960093021393,0.638342022895813,0.1264425367116928,0.5616013407707214,0.08571700006723404,0.8496263027191162,0.09940676391124725,0.9908754825592041,0.6666666865348816,3.6666667461395264,0.8393803238868713,1.0
3107,3243,270,3,0,1,8,503,0.5184181928634644,0.41862279176712036,0.36530953645706177,0.6773461699485779,0.03701634332537651,0.12983438372612,0.08842409402132034,0.41862279176712036,0.03701634332537651,0.732628345489502,0.09567350894212723,0.6877817511558533,0.0711059719324112,0.9936425685882568,0.7142857313156128,4.0,0.8387419581413269,1.0
3108,3244,270,4,0,1,5,345,0.06429480016231537,0.040852002799510956,nan,0.052972592413425446,0.01637636125087738,nan,0.40087050199508667,0.040852002799510956,0.01637636125087738,0.5920288562774658,0.2581270933151245,0.8535743951797485,0.32403048872947693,0.9966623783111572,0.5,4.0,0.929931640625,1.0
3109,3245,270,5,0,1,7,367,0.15069463849067688,0.15736788511276245,0.1758297234773636,0.19413278996944427,0.0397147536277771,0.1758297234773636,0.25236883759498596,0.15736788511276245,0.0397147536277771,0.8476807475090027,0.3018895983695984,0.7551347613334656,0.17401251196861267,0.9943607449531555,0.5,4.0,0.8747789859771729,1.0
3110,3246,270,6,0,1,9,446,0.6020241379737854,0.6106098294258118,0.4586392045021057,0.8792795538902283,0.04498115926980972,0.05668981000781059,0.07366596162319183,0.6106098294258118,0.04498115926980972,0.8454922437667847,0.08715108782052994,0.7484643459320068,0.05312718451023102,0.9885307550430298,0.875,3.625,0.8023552298545837,1.0
3111,3247,270,7,0,1,5,352,0.2331334501504898,0.2332461029291153,nan,0.34148722887039185,0.09513881057500839,nan,0.407890260219574,0.2332461029291153,0.09513881057500839,0.7790628671646118,0.2553483545780182,0.858902096748352,0.30031970143318176,0.9897612929344177,0.5,4.0,0.914462685585022,1.0
3112,3248,270,8,0,1,5,321,0.0608404204249382,0.027737341821193695,nan,0.03442232310771942,0.010627643205225468,nan,0.38315290212631226,0.027737341821193695,0.010627643205225468,0.8813567757606506,0.49634939432144165,0.847051739692688,0.3203813135623932,0.9859253168106079,0.5,4.0,0.9316362142562866,1.0
3113,3249,270,9,0,1,9,575,0.6347091197967529,0.6401567459106445,0.562294602394104,0.9661956429481506,0.07111965864896774,0.08621042966842651,0.11109726876020432,0.6401567459106445,0.07111965864896774,0.8636435270309448,0.09781191498041153,0.7461241483688354,0.07033771276473999,0.9965271949768066,0.75,3.625,0.8214125633239746,1.0
3114,3250,270,10,0,1,6,404,0.16806164383888245,0.04098106920719147,nan,0.053967688232660294,0.01636168360710144,nan,0.39924976229667664,0.04098106920719147,0.01636168360710144,0.6430381536483765,0.3643797039985657,0.8533534407615662,0.3226160407066345,0.9919828176498413,0.4000000059604645,4.0,0.9065662026405334,1.0
3115,3251,270,11,0,1,8,439,0.6303766965866089,0.6106101870536804,0.5563457608222961,0.868635892868042,0.08047343045473099,0.10549576580524445,0.1317918300628662,0.6106101870536804,0.08047343045473099,0.7652096152305603,0.07802917808294296,0.7914078235626221,0.08144018799066544,0.9925835132598877,0.8571428656578064,4.0,0.8520048260688782,1.0
3116,3252,271,0,1,0,6,649,0.31276899576187134,0.19003823399543762,nan,0.19003823399543762,0.19003823399543762,nan,1.0,0.19003823399543762,0.19003823399543762,0.7610820531845093,0.7610820531845093,0.900717556476593,0.8473589420318604,0.9825946688652039,0.20000000298023224,4.0,0.8811400532722473,1.0
3117,3253,271,1,0,1,8,627,0.6487364768981934,0.560355007648468,0.6898307204246521,0.9482359886169434,0.05463559553027153,0.08601659536361694,0.09750174731016159,0.560355007648468,0.05463559553027153,0.7812387347221375,0.10537615418434143,0.8016531467437744,0.042463891208171844,0.9883033633232117,0.7142857313156128,3.7142856121063232,0.8609579801559448,1.0
3118,3254,271,2,1,0,10,527,0.7546468377113342,0.7467486262321472,0.6159161925315857,0.9919612407684326,0.08979253470897675,0.09380495548248291,0.12024467438459396,0.7467486262321472,0.08979253470897675,0.7767935991287231,0.09803277254104614,0.8537163734436035,0.10040951520204544,0.9907626509666443,0.5555555820465088,3.6666667461395264,0.7970620393753052,1.0
3119,3255,271,3,1,0,13,761,0.8138235211372375,0.8174334764480591,0.6773646473884583,0.9888116121292114,0.04129338636994362,0.04586045816540718,0.05051589757204056,0.8174334764480591,0.04129338636994362,0.8974064588546753,0.057235755026340485,0.8783246874809265,0.04404239356517792,0.9951497316360474,0.6666666865348816,3.5,0.7964977025985718,1.0
3120,3256,271,4,0,1,6,699,0.4191167652606964,0.3269187808036804,0.4714197814464569,0.4714197814464569,0.1716262698173523,0.4714197814464569,0.5249813795089722,0.3269187808036804,0.1716262698173523,0.6202315092086792,0.2900664806365967,0.7963669300079346,0.3404349982738495,0.9901368618011475,0.4000000059604645,4.0,0.8680254220962524,1.0
3121,3257,271,5,1,0,8,924,0.6571927666664124,0.5858076214790344,0.5683128237724304,0.9269722104072571,0.1539982408285141,0.2656669616699219,0.26288193464279175,0.5858076214790344,0.1539982408285141,0.7853171229362488,0.22974686324596405,0.7984700798988342,0.19668962061405182,0.9878621101379395,0.4285714328289032,3.857142925262451,0.8525523543357849,1.0
3122,3258,271,6,0,1,7,557,0.6793113350868225,0.5912519097328186,0.5535305738449097,0.8910115957260132,0.12222956120967865,0.22249223291873932,0.20673011243343353,0.5912519097328186,0.12222956120967865,0.5697281360626221,0.14469188451766968,0.7886941432952881,0.11063846945762634,0.9942909479141235,0.6666666865348816,4.0,0.8341231942176819,1.0
3123,3259,271,7,0,1,7,491,0.5153655409812927,0.4641183614730835,0.5706554055213928,0.8941210508346558,0.1248103678226471,0.2517205476760864,0.26891931891441345,0.4641183614730835,0.1248103678226471,0.6226184368133545,0.1845022290945053,0.7388324737548828,0.1850730925798416,0.9930952787399292,0.5,4.0,0.862330436706543,1.0
3124,3260,271,8,0,1,5,451,0.39630424976348877,0.1921398788690567,nan,0.1921398788690567,0.1921398937702179,nan,1.0,0.1921398788690567,0.1921398937702179,0.6572602987289429,0.6572602987289429,0.8918519020080566,0.8401817083358765,0.9952219128608704,0.25,4.0,0.8871975541114807,1.0
3125,3261,271,9,0,1,6,555,0.4899139106273651,0.7802717089653015,nan,0.7802717089653015,0.7802717089653015,nan,1.0,0.7802717089653015,0.7802717089653015,0.25494199991226196,0.25494202971458435,0.9469298720359802,0.9131792783737183,0.9964783191680908,0.20000000298023224,4.0,0.8549516797065735,1.0
3126,3262,271,10,0,1,6,475,0.43597662448883057,0.41480129957199097,nan,0.41480129957199097,0.41480129957199097,nan,1.0,0.41480129957199097,0.41480129957199097,0.756458044052124,0.756458044052124,0.9131649136543274,0.8625304698944092,0.9978935122489929,0.20000000298023224,4.0,0.8705703020095825,1.0
3127,3263,271,11,0,1,8,667,0.7712321281433105,0.7426381707191467,0.7176416516304016,0.9081401228904724,0.07219559699296951,0.07635758072137833,0.09721503406763077,0.7426381707191467,0.07219559699296951,0.9444555044174194,0.10094676911830902,0.8423782587051392,0.0574897862970829,0.9926639199256897,0.7142857313156128,3.7142856121063232,0.8494365215301514,1.0
3128,3264,272,0,0,1,10,340,0.6069892048835754,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7632769346237183,1.0
3129,3265,272,1,0,1,17,642,0.7715667486190796,0.6915134191513062,0.6915134191513062,0.8807187676429749,0.04283576458692551,0.04283576458692551,0.061944954097270966,0.6915134191513062,0.04283576458692551,0.8141669034957886,0.15278522670269012,0.7975990772247314,0.06823284178972244,0.9934135675430298,0.1875,4.0,0.7377534508705139,1.0
3130,3266,272,2,0,1,15,620,0.7248795032501221,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7542586922645569,1.0
3131,3267,272,3,1,0,5,247,0.9174003005027771,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7476614713668823,1.0
3132,3268,272,4,0,1,11,524,0.5691641569137573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7901452779769897,1.0
3133,3269,272,5,0,1,9,404,0.559440016746521,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7972407937049866,1.0
3134,3270,272,6,1,0,15,542,0.6391227841377258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7203676104545593,1.0
3135,3271,272,7,1,0,8,425,0.3789747357368469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.8122637271881104,1.0
3136,3272,272,8,0,1,9,501,0.6232671141624451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.7603044509887695,1.0
3137,3273,272,9,0,1,7,362,0.7739019393920898,0.8279610276222229,nan,0.8279610276222229,0.8279610276222229,nan,1.0,0.8279610276222229,0.8279610276222229,0.7961915731430054,0.7961915731430054,0.8536671996116638,0.7922160625457764,0.9978902339935303,0.1666666716337204,4.0,0.759771466255188,1.0
3138,3274,272,10,0,1,6,266,0.8812655806541443,0.9002277255058289,nan,0.9002277255058289,0.9002277255058289,nan,0.9999999403953552,0.9002277255058289,0.9002277255058289,0.8839783072471619,0.8839782476425171,0.9207094311714172,0.875581681728363,0.9990097284317017,0.20000000298023224,4.0,0.7374265789985657,1.0
3139,3275,272,11,0,1,12,458,0.6082950234413147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.763184666633606,1.0
3140,3276,273,0,0,1,7,495,0.085383340716362,0.085383340716362,0.13702236115932465,0.1745223104953766,0.00707471976056695,0.024124082177877426,0.08285831660032272,0.085383340716362,0.00707471976056695,0.7454952001571655,0.06730423122644424,0.818607747554779,0.05045877769589424,0.9946553707122803,1.0,2.8333332538604736,0.8808162212371826,1.0
3141,3277,273,1,0,1,9,737,0.6243723034858704,0.6243723034858704,0.5387132167816162,0.8838677406311035,0.017536386847496033,0.040593184530735016,0.028086429461836815,0.6243723034858704,0.017536386847496033,0.9259757399559021,0.04491923376917839,0.7510592937469482,0.02052105776965618,0.9928614497184753,1.0,2.375,0.8375310897827148,1.0
3142,3278,273,2,0,1,8,636,0.11595501750707626,0.11595501750707626,0.16226045787334442,0.2130221426486969,0.0031328804325312376,0.024552160874009132,0.027018068358302116,0.11595501750707626,0.0031328804325312376,0.6614713668823242,0.05815821513533592,0.8613425493240356,0.025037292391061783,0.9931085705757141,1.0,2.7142856121063232,0.8830322027206421,1.0
3143,3279,273,3,0,1,8,653,0.0740400180220604,0.0740400180220604,0.11450660228729248,0.1536804884672165,0.002609404968097806,0.01562433410435915,0.03524316847324371,0.0740400180220604,0.002609404968097806,0.648274838924408,0.06318734586238861,0.8522417545318604,0.027279263362288475,0.997236430644989,1.0,2.857142925262451,0.8843027949333191,1.0
3144,3280,273,4,0,1,8,651,0.2636747658252716,0.2636747658252716,0.441813200712204,0.744975745677948,0.007986171171069145,0.10263551771640778,0.030287962406873703,0.2636747658252716,0.007986171171069145,0.7722490429878235,0.07235725224018097,0.8066200613975525,0.030133916065096855,0.991732656955719,1.0,2.7142856121063232,0.8808650970458984,1.0
3145,3281,273,5,0,1,8,571,0.08462227135896683,0.08462227135896683,0.10473202168941498,0.13337865471839905,0.0025573589373379946,0.013968954794108868,0.030220869928598404,0.08462227135896683,0.0025573589373379946,0.7517458200454712,0.06448467820882797,0.8586902618408203,0.02287874184548855,0.9939877986907959,1.0,2.857142925262451,0.8825278282165527,1.0
3146,3282,273,6,0,1,7,521,0.058867670595645905,0.058867670595645905,0.09291185438632965,0.12076181918382645,0.00433350307866931,0.027024181559681892,0.07361431419849396,0.058867670595645905,0.00433350307866931,0.6057243943214417,0.07340315729379654,0.8104874491691589,0.04814021289348602,0.9943463802337646,1.0,2.8333332538604736,0.8835496306419373,1.0
3147,3283,273,7,0,1,7,542,0.059422869235277176,0.059422869235277176,0.09046931564807892,0.13256846368312836,0.0035665177274495363,0.022343304008245468,0.060019273310899734,0.059422869235277176,0.0035665177274495363,0.6628534197807312,0.047837644815444946,0.8117603659629822,0.04699072986841202,0.9980131983757019,1.0,2.8333332538604736,0.8852053880691528,1.0
3148,3284,273,8,0,1,9,731,0.30796194076538086,0.30796194076538086,0.6288020014762878,0.9204118251800537,0.014155813492834568,0.1539468914270401,0.04596611484885216,0.30796194076538086,0.014155813492834568,0.7213836908340454,0.035739488899707794,0.8599822521209717,0.022532282397150993,0.9949204921722412,1.0,2.5,0.8682414293289185,1.0
3149,3285,273,9,0,1,7,612,0.08188905566930771,0.08188905566930771,0.13534186780452728,0.1861855685710907,0.002586853690445423,0.028320416808128357,0.03158973529934883,0.08188905566930771,0.002586853690445423,0.6236987113952637,0.049645788967609406,0.8039485216140747,0.04857643321156502,0.9950783252716064,1.0,2.8333332538604736,0.8870088458061218,1.0
